index,start_date,lat,lon,P0.05_N1_Q0.1_V[ALL]_C11
2639,2006-06-01,0.33184,112.12796,3
2640,2006-06-01,0.03692,112.0679,3
2667,2006-06-01,49.65724,139.85962,0
2685,2006-06-01,46.73494,135.64861,2
2719,2006-06-01,37.80805,126.81865,1
2736,2006-06-01,2.77958,112.46902,1
2749,2006-06-01,57.28225,-158.2729,0
2784,2006-06-01,48.07958,137.00565,0
2808,2006-06-01,43.91148,131.94441,2
2811,2006-06-01,43.36183,131.37343,0
2825,2006-06-01,40.52645,128.70187,9
2835,2006-06-01,37.75643,126.46028,0
2886,2006-06-01,51.68448,142.30576,0
2898,2006-06-01,49.0716,137.96486,2
2915,2006-06-01,46.21782,134.1449,0
2922,2006-06-01,44.43891,132.11703,0
2928,2006-06-01,43.33865,130.97174,0
3016,2006-06-01,51.72598,141.82346,0
3053,2006-06-01,44.6025,131.90038,0
3056,2006-06-01,44.05385,131.32176,2
3063,2006-06-01,42.75064,130.02165,2
3098,2006-06-01,28.60737,120.32001,0
3111,2006-06-01,25.62113,118.9313,1
3115,2006-06-01,24.68437,118.52711,1
3128,2006-06-01,57.56972,-156.3244,0
3142,2006-06-01,58.27789,159.34741,0
3145,2006-06-01,58.02325,158.19859,0
3184,2006-06-01,46.55471,133.70784,0
3205,2006-06-01,42.33892,129.26978,2
3284,2006-06-01,58.8939,161.16624,0
3316,2006-06-01,48.94653,136.36392,0
3328,2006-06-01,46.8976,133.69804,0
3337,2006-06-01,45.29175,131.85504,1
3364,2006-06-01,40.15583,127.03039,9
3376,2006-06-01,31.99589,121.56181,0
3410,2006-06-01,24.22885,117.86489,1
3426,2006-06-01,57.99897,-155.99599,0
3429,2006-06-01,58.27873,-157.12633,0
3438,2006-06-01,59.26415,-161.83405,1
3447,2006-06-01,59.47566,163.05467,0
3511,2006-06-01,43.60019,129.7323,2
3513,2006-06-01,43.22169,129.36932,2
3520,2006-06-01,41.87743,128.14169,2
3548,2006-06-01,30.35429,120.41958,0
3556,2006-06-01,28.54525,119.52599,0
3582,2006-06-01,1.14835,111.08376,1
3607,2006-06-01,60.24942,-166.7092,0
3627,2006-06-01,53.20886,142.3443,1
3637,2006-06-01,51.39855,139.1028,0
3653,2006-06-01,48.78809,135.22647,1
3666,2006-06-01,46.5199,132.41698,0
3670,2006-06-01,45.79769,131.60866,0
3684,2006-06-01,43.1864,128.96999,2
3720,2006-06-01,30.03566,119.99667,0
3722,2006-06-01,29.58385,119.77267,0
3724,2006-06-01,29.12998,119.55169,0
3733,2006-06-01,27.0622,118.59323,0
3799,2006-06-01,60.18514,164.47589,1
3821,2006-06-01,51.4213,138.62149,0
3909,2006-06-01,27.18826,118.40331,0
3910,2006-06-01,26.95568,118.30076,0
3920,2006-06-01,24.60143,117.31153,1
3928,2006-06-01,0.48617,110.61225,1
3950,2006-06-01,59.85411,-161.01678,0
3965,2006-06-01,61.1217,170.46336,0
4037,2006-06-01,45.00941,129.99417,2
4070,2006-06-01,31.641,120.28972,1
4095,2006-06-01,25.43634,117.41451,0
4102,2006-06-01,23.76671,116.74958,1
4117,2006-06-01,58.85272,-155.31282,1
4147,2006-06-01,61.35118,170.38788,0
4174,2006-06-01,52.40771,139.20898,0
4180,2006-06-01,51.4583,137.65739,2
4220,2006-06-01,44.41097,129.0233,0
4235,2006-06-01,41.49323,126.43085,0
4247,2006-06-01,32.65979,120.56084,0
4249,2006-06-01,32.2163,120.32361,0
4296,2006-06-01,58.23322,-152.14555,1
4335,2006-06-01,61.4986,169.40848,0
4358,2006-06-01,52.43098,138.71529,2
4423,2006-06-01,40.63565,125.41217,0
4487,2006-06-01,59.8444,-157.31348,0
4516,2006-06-01,61.91967,171.60708,0
4519,2006-06-01,61.80964,170.23332,0
4550,2006-06-01,51.31971,136.44412,0
4568,2006-06-01,48.22915,132.31622,0
4592,2006-06-01,43.75471,127.67359,0
4621,2006-06-01,31.3539,119.34521,0
4693,2006-06-01,61.36969,-164.30507,0
4696,2006-06-01,61.55069,-165.63,0
4699,2006-06-01,62.44999,178.57972,0
4701,2006-06-01,62.38104,175.74618,0
4713,2006-06-01,62.03861,170.15418,0
4716,2006-06-01,61.91119,168.78116,2
4733,2006-06-01,53.8738,140.14789,0
4740,2006-06-01,52.78737,138.24911,2
4749,2006-06-01,51.32681,135.96286,0
4750,2006-06-01,51.16033,135.71916,2
4764,2006-06-01,48.74772,132.51045,0
4767,2006-06-01,48.21185,131.86975,0
4780,2006-06-01,45.81869,129.26833,0
4788,2006-06-01,44.29189,127.79862,0
4848,2006-06-01,25.92054,116.66007,0
4850,2006-06-01,25.4442,116.47066,0
4863,2006-06-01,1.33066,109.91421,1
4867,2006-06-01,0.13848,109.69677,3
4872,2006-06-01,36.02633,-121.34715,0
4902,2006-06-01,60.54117,-158.19859,0
4915,2006-06-01,61.52929,-163.73979,0
4948,2006-06-01,61.83312,165.96376,0
4959,2006-06-01,59.28758,153.05424,0
4968,2006-06-01,53.28074,138.54477,0
4972,2006-06-01,52.64461,137.48955,2
4982,2006-06-01,50.99445,135.0,2
5009,2006-06-01,46.16081,129.22568,0
5012,2006-06-01,45.59325,128.65981,2
5082,2006-06-01,25.08377,116.09542,0
5102,2006-06-01,35.50601,-120.75265,0
5128,2006-06-01,59.70608,-153.62787,0
5156,2006-06-01,62.0008,-165.39873,0
5190,2006-06-01,61.4763,161.85442,1
5191,2006-06-01,61.40302,161.42073,0
5200,2006-06-01,59.27977,152.10272,0
5268,2006-06-01,42.41756,125.47272,4
5278,2006-06-01,40.38366,123.91359,0
5279,2006-06-01,40.1773,123.76428,0
5303,2006-06-01,29.9041,117.87386,0
5318,2006-06-01,26.39535,116.37375,0
5393,2006-06-01,61.47073,-160.40771,0
5409,2006-06-01,63.11908,177.08916,0
5411,2006-06-01,63.09163,176.12148,0
5414,2006-06-01,63.03583,174.67426,0
5416,2006-06-01,62.98892,173.7131,0
5425,2006-06-01,62.68294,169.439,0
5480,2006-06-01,49.2323,131.79478,2
5485,2006-06-01,48.32711,130.73877,0
5501,2006-06-01,45.31949,127.64091,0
5508,2006-06-01,43.95397,126.40878,2
5511,2006-06-01,43.35999,125.90177,4
5558,2006-06-01,28.86683,117.1598,9
5579,2006-06-01,23.8656,115.17913,1
5591,2006-06-01,34.44305,-119.59489,1
5610,2006-06-01,38.56353,-122.03291,0
5617,2006-06-01,40.03582,-123.02386,0
5628,2006-06-01,60.01788,-152.85031,1
5635,2006-06-01,60.72747,-155.62988,0
5672,2006-06-01,63.10143,171.73284,0
5683,2006-06-01,62.62019,166.54132,0
5708,2006-06-01,53.16741,136.76627,0
5709,2006-06-01,53.00423,136.50743,0
5732,2006-06-01,49.031,131.12532,2
5755,2006-06-01,44.68914,126.69432,6
5784,2006-06-01,36.85044,120.96375,0
5793,2006-06-01,33.3292,119.00847,0
5839,2006-06-01,1.753,109.30533,1
5869,2006-06-01,39.54179,-122.36978,2
5882,2006-06-01,42.23401,-124.30779,1
5912,2006-06-01,62.42029,-163.21017,0
5914,2006-06-01,62.55084,-164.11986,1
5922,2006-06-01,63.55391,176.0548,0
5938,2006-06-01,63.04855,168.31064,0
5958,2006-06-01,60.84195,155.03722,0
5968,2006-06-01,59.7853,151.11342,0
6012,2006-06-01,46.57793,128.08878,0
6038,2006-06-01,41.41512,123.69007,4
6056,2006-06-01,35.891,120.11373,0
6099,2006-06-01,24.57948,114.97909,2
6101,2006-06-01,24.09275,114.80408,0
6133,2006-06-01,38.82718,-121.5904,0
6134,2006-06-01,39.03984,-121.72765,2
6139,2006-06-01,40.09551,-122.43021,2
6150,2006-06-01,42.37253,-124.07719,0
6199,2006-06-01,63.70467,174.04286,0
6200,2006-06-01,63.67966,173.55046,0
6248,2006-06-01,59.98949,150.90311,0
6251,2006-06-01,59.28411,148.67131,0
6252,2006-06-01,54.16138,137.33203,1
6258,2006-06-01,53.01602,135.50258,2
6267,2006-06-01,51.48392,133.30821,2
6270,2006-06-01,50.95924,132.61406,0
6283,2006-06-01,48.61071,129.80557,0
6331,2006-06-01,39.03984,121.72765,1
6353,2006-06-01,32.21945,117.92153,0
6373,2006-06-01,27.09806,115.69553,0
6395,2006-06-01,34.59375,-118.84266,0
6408,2006-06-01,37.45247,-120.43973,0
6430,2006-06-01,42.09999,-123.53605,0
6517,2006-06-01,61.45959,155.48036,0
6562,2006-06-01,49.68464,130.60129,0
6581,2006-06-01,46.10258,126.8699,0
6593,2006-06-01,43.7277,124.80401,2
6596,2006-06-01,43.12136,124.3188,4
6632,2006-06-01,34.14673,118.61046,0
6636,2006-06-01,33.24696,118.15619,0
6653,2006-06-01,29.33784,116.36542,1
6664,2006-06-01,26.49491,115.22392,2
6681,2006-06-01,34.04391,-118.28448,1
6722,2006-06-01,42.85158,-123.76823,0
6737,2006-06-01,61.47352,-154.45798,0
6778,2006-06-01,63.62869,167.04242,0
6786,2006-06-01,63.15343,163.25424,0
6803,2006-06-01,61.76742,155.70903,0
6824,2006-06-01,59.43377,147.49602,0
6865,2006-06-01,47.59793,127.92966,0
6877,2006-06-01,45.26591,125.74427,0
6882,2006-06-01,44.26959,124.89697,0
6947,2006-06-01,26.84727,115.12093,0
6958,2006-06-01,24.18217,114.15207,0
6982,2006-06-01,37.26947,-119.74488,0
6985,2006-06-01,37.92265,-120.12706,0
7002,2006-06-01,41.54061,-122.47119,2
7025,2006-06-01,61.58143,-153.84566,1
7044,2006-06-01,63.23702,-162.18111,1
7082,2006-06-01,62.77973,159.44395,0
7094,2006-06-01,61.68316,154.25929,0
7126,2006-06-01,52.668,133.50566,2
7163,2006-06-01,45.80342,125.85115,0
7185,2006-06-01,41.33179,122.32433,0
7200,2006-06-01,34.38929,118.1862,0
7235,2006-06-01,26.23753,114.6559,0
7248,2006-06-01,23.05921,113.54746,1
7281,2006-06-01,38.04812,-119.90448,2
7314,2006-06-01,60.68396,-149.64737,0
7376,2006-06-01,63.72871,163.91835,0
7405,2006-06-01,61.14375,151.20903,0
7421,2006-06-01,54.35802,135.52086,0
7437,2006-06-01,51.60015,131.60507,2
7452,2006-06-01,48.84467,128.40939,2
7471,2006-06-01,45.15009,124.9194,0
7486,2006-06-01,42.08983,122.53506,2
7487,2006-06-01,41.8816,122.38638,2
7501,2006-06-01,34.95819,118.20163,0
7507,2006-06-01,33.60564,117.52522,2
7513,2006-06-01,32.23623,116.87814,0
7516,2006-06-01,31.5452,116.56505,2
7532,2006-06-01,27.78816,115.00372,0
7556,2006-06-01,27.65991,-114.7143,1
7578,2006-06-01,34.62824,-117.75854,2
7593,2006-06-01,37.9547,-119.55368,2
7609,2006-06-01,41.38438,-121.71513,2
7619,2006-06-01,43.46317,-123.21525,2
7690,2006-06-01,64.07651,164.74489,0
7727,2006-06-01,60.64504,148.65479,0
7744,2006-06-01,53.34012,133.47923,2
7745,2006-06-01,53.16741,133.23373,0
7770,2006-06-01,48.61406,127.76308,2
7784,2006-06-01,45.88809,125.18874,0
7819,2006-06-01,34.85328,117.87196,0
7825,2006-06-01,33.49602,117.20401,0
7847,2006-06-01,28.37576,114.9903,0
7849,2006-06-01,27.899,114.80566,0
7871,2006-06-01,22.5267,112.9321,1
7876,2006-06-01,27.76962,-114.51616,1
7907,2006-06-01,36.5363,-118.47047,3
7922,2006-06-01,39.81145,-120.37122,2
7936,2006-06-01,42.76997,-122.36329,0
7941,2006-06-01,43.80262,-123.13227,0
7992,2006-06-01,65.15024,175.27986,0
7996,2006-06-01,65.05754,173.19868,0
8002,2006-06-01,64.85639,170.11202,0
8003,2006-06-01,64.81572,169.60266,0
8040,2006-06-01,61.99325,152.39333,0
8064,2006-06-01,56.16441,137.46576,1
8097,2006-06-01,50.08315,128.91766,2
8156,2006-06-01,34.52052,117.43147,0
8165,2006-06-01,32.46721,116.4603,0
8179,2006-06-01,29.19854,115.07072,9
8198,2006-06-01,24.6146,113.3904,0
8221,2006-06-01,30.72244,-115.44375,3
8245,2006-06-01,36.21078,-118.01385,2
8266,2006-06-01,40.79362,-120.68517,2
8305,2006-06-01,62.19888,-152.1759,0
8358,2006-06-01,64.99977,168.99646,0
8359,2006-06-01,64.95468,168.48618,0
8405,2006-06-01,60.9185,147.80426,2
8406,2006-06-01,60.79374,147.42595,2
8430,2006-06-01,56.01577,136.63658,0
8507,2006-06-01,41.43109,121.10477,0
8528,2006-06-01,34.41079,117.10556,0
8537,2006-06-01,32.35059,116.14684,0
8552,2006-06-01,28.83391,114.6823,9
8573,2006-06-01,23.73231,112.87366,0
8580,2006-06-01,21.98379,112.32533,1
8603,2006-06-01,32.23203,-115.83454,2
8627,2006-06-01,37.66169,-118.50848,2
8692,2006-06-01,63.12987,-154.9538,0
8747,2006-06-01,65.22633,168.89616,0
8754,2006-06-01,64.86578,165.33554,0
8804,2006-06-01,59.80205,143.909,0
8817,2006-06-01,57.91789,139.61992,0
8818,2006-06-01,57.76541,139.31062,0
8840,2006-06-01,54.1735,133.18581,0
8844,2006-06-01,53.47627,132.2011,2
8861,2006-06-01,50.38265,128.40009,2
8897,2006-06-01,43.23995,122.03549,2
8908,2006-06-01,40.91968,120.45178,0
8921,2006-06-01,36.32905,117.79343,4
8936,2006-06-01,32.92515,116.14299,0
8948,2006-06-01,30.12791,114.94867,9
8955,2006-06-01,28.46552,114.29807,0
8956,2006-06-01,28.22617,114.20773,6
8960,2006-06-01,27.26407,113.85256,0
8970,2006-06-01,24.8255,113.00623,0
8972,2006-06-01,24.33199,112.84373,2
8981,2006-06-01,22.08665,112.13866,1
8989,2006-06-01,28.33343,-114.00715,1
9045,2006-06-01,41.04481,-120.21728,2
9053,2006-06-01,42.74158,-121.34958,2
9096,2006-06-01,62.82533,-152.57664,0
9110,2006-06-01,64.16084,-158.85391,2
9124,2006-06-01,65.61549,-170.88864,1
9128,2006-06-01,65.74471,-173.00808,0
9129,2006-06-01,65.77171,-173.54118,0
9136,2006-06-01,65.90063,-177.29938,0
9143,2006-06-01,65.91041,177.83892,0
9162,2006-06-01,65.35896,167.75768,0
9186,2006-06-01,63.62869,156.08768,0
9194,2006-06-01,62.82533,152.57664,1
9208,2006-06-01,61.18512,146.93816,0
9217,2006-06-01,59.99038,143.65254,0
9269,2006-06-01,51.4647,129.19327,2
9284,2006-06-01,48.61607,126.16809,0
9293,2006-06-01,46.84181,124.54009,0
9320,2006-06-01,41.2586,120.35475,2
9379,2006-06-01,25.91167,113.1428,0
9402,2006-06-01,27.95873,-113.62938,1
9430,2006-06-01,36.11356,-117.1213,2
9435,2006-06-01,37.23325,-117.69947,2
9453,2006-06-01,41.16899,-119.98164,2
9485,2006-06-01,50.67846,-127.87498,0
9486,2006-06-01,50.8671,-128.08162,1
9504,2006-06-01,62.58838,-150.66817,0
9518,2006-06-01,64.02584,-156.80141,0
9520,2006-06-01,64.20463,-157.72974,0
9531,2006-06-01,65.12493,-163.55139,0
9556,2006-06-01,66.15825,180.0,0
9557,2006-06-01,66.15716,179.45434,0
9563,2006-06-01,66.10454,176.18592,0
9587,2006-06-01,65.12493,163.55139,0
9634,2006-06-01,60.178,143.39293,0
9647,2006-06-01,58.27368,139.08562,0
9648,2006-06-01,58.11968,138.77547,2
9679,2006-06-01,52.89824,130.48601,2
9687,2006-06-01,51.42912,128.7131,2
9722,2006-06-01,44.53776,122.31458,0
9746,2006-06-01,39.43835,118.92642,0
9756,2006-06-01,36.11356,117.1213,2
9782,2006-06-01,30.10894,114.44395,9
9787,2006-06-01,28.919,113.98501,7
9869,2006-06-01,39.33966,-118.56841,3
9903,2006-06-01,46.51023,-123.5213,0
9905,2006-06-01,46.91382,-123.86034,0
9933,2006-06-01,62.07742,-147.99461,0
9934,2006-06-01,62.19983,-148.3925,0
9951,2006-06-01,64.05117,-155.68069,0
9955,2006-06-01,64.41845,-157.53679,0
9966,2006-06-01,65.2793,-162.89728,0
9973,2006-06-01,65.70588,-166.48343,0
10003,2006-06-01,66.29908,175.05404,0
10039,2006-06-01,64.23828,156.60223,0
10049,2006-06-01,63.23604,152.12805,0
10094,2006-06-01,57.02225,136.12331,2
10135,2006-06-01,49.67642,126.41206,2
10169,2006-06-01,42.78447,120.72241,0
10175,2006-06-01,41.50685,119.88106,2
10178,2006-06-01,40.8616,119.47589,4
10180,2006-06-01,40.42909,119.21129,2
10192,2006-06-01,36.67828,117.12675,4
10225,2006-06-01,29.02494,113.78203,7
10226,2006-06-01,28.78533,113.69276,4
10286,2006-06-01,33.60138,-115.39156,1
10292,2006-06-01,34.97984,-116.01939,2
10295,2006-06-01,35.66306,-116.34426,3
10309,2006-06-01,38.79816,-117.96508,2
10318,2006-06-01,40.76668,-119.10717,3
10320,2006-06-01,41.19905,-119.37262,2
10352,2006-06-01,47.85108,-124.29865,0
10376,2006-06-01,56.52934,-134.72321,0
10380,2006-06-01,59.83292,-141.13725,1
10395,2006-06-01,62.51911,-148.54794,0
10404,2006-06-01,63.54893,-152.33324,0
10418,2006-06-01,64.89086,-158.77634,0
10420,2006-06-01,65.05439,-159.74936,0
10430,2006-06-01,65.75767,-164.79196,0
10449,2006-06-01,66.61439,-178.8876,0
10450,2006-06-01,66.61773,-179.44374,0
10487,2006-06-01,65.21046,160.73474,0
10513,2006-06-01,62.63948,148.95451,0
10527,2006-06-01,60.83012,143.57771,0
10529,2006-06-01,60.55109,142.86403,0
10530,2006-06-01,60.40978,142.51215,0
10546,2006-06-01,57.99813,137.31372,0
10592,2006-06-01,49.81849,126.14799,0
10607,2006-06-01,46.84635,123.43504,0
10609,2006-06-01,46.44068,123.10028,0
10621,2006-06-01,43.96321,121.21093,9
10627,2006-06-01,42.69752,120.33733,0
10633,2006-06-01,41.41453,119.507,2
10662,2006-06-01,34.06265,115.59767,4
10668,2006-06-01,32.67349,114.9885,9
10699,2006-06-01,25.23664,112.23132,9
10755,2006-06-01,33.479,-115.07442,3
10760,2006-06-01,34.63255,-115.58852,3
10761,2006-06-01,34.86193,-115.6937,2
10782,2006-06-01,39.57631,-118.10361,0
10795,2006-06-01,42.39474,-119.81416,0
10806,2006-06-01,44.71722,-121.41569,2
10825,2006-06-01,48.78271,-124.75591,0
10873,2006-06-01,61.29296,-144.03949,0
10884,2006-06-01,62.71678,-148.29857,0
10924,2006-06-01,66.59651,-171.6341,0
11027,2006-06-01,59.1109,138.89371,2
11055,2006-06-01,54.44106,131.08176,2
11084,2006-06-01,48.9803,124.93931,0
11102,2006-06-01,45.34031,121.8796,0
11112,2006-06-01,43.24604,120.37913,2
11214,2006-06-01,12.87723,108.77803,9
11270,2006-06-01,39.6932,-117.8697,2
11312,2006-06-01,48.72083,-124.3109,0
11352,2006-06-01,57.52675,-135.28505,1
11380,2006-06-01,62.5393,-146.83678,0
11396,2006-06-01,64.3815,-153.66231,0
11400,2006-06-01,64.77822,-155.51332,0
11455,2006-06-01,66.582,168.25436,0
11456,2006-06-01,66.53407,167.71167,0
11460,2006-06-01,66.32115,165.56403,0
11494,2006-06-01,63.27546,149.28717,0
11497,2006-06-01,62.91383,148.04564,0
11513,2006-06-01,60.7783,141.96826,0
11534,2006-06-01,57.52675,135.28505,0
11613,2006-06-01,42.30233,119.43369,2
11626,2006-06-01,39.47282,117.74624,9
11675,2006-06-01,28.13108,112.73793,9
11681,2006-06-01,26.66847,112.23999,0
11710,2006-06-01,14.59706,108.95951,1
11730,2006-06-01,25.78305,-111.72266,3
11738,2006-06-01,32.05657,-113.96249,1
11800,2006-06-01,45.80342,-121.52899,2
11805,2006-06-01,46.83403,-122.33018,0
11835,2006-06-01,53.65847,-129.11139,0
11847,2006-06-01,55.81556,-132.01572,0
11857,2006-06-01,57.85866,-135.28792,0
11870,2006-06-01,61.38913,-142.76517,0
11878,2006-06-01,62.47493,-145.7843,0
11879,2006-06-01,62.60476,-146.17792,0
11883,2006-06-01,63.11026,-147.78908,0
11900,2006-06-01,64.98823,-155.29758,0
11901,2006-06-01,65.08384,-155.77225,0
11927,2006-06-01,67.2987,178.28164,0
11942,2006-06-01,66.93941,169.79602,0
11950,2006-06-01,66.5441,165.42578,0
11963,2006-06-01,65.61979,158.69421,0
11966,2006-06-01,65.36002,157.21759,2
11974,2006-06-01,64.58844,153.43495,0
11980,2006-06-01,63.93889,150.75117,0
11983,2006-06-01,63.59277,149.4594,0
12008,2006-06-01,60.2253,139.96974,0
12021,2006-06-01,58.18692,135.87245,0
12048,2006-06-01,53.47403,128.88449,2
12119,2006-06-01,38.92345,117.14968,9
12120,2006-06-01,38.70092,117.03086,9
12144,2006-06-01,33.22841,114.44395,9
12146,2006-06-01,32.76099,114.24921,9
12164,2006-06-01,28.4746,112.61987,9
12185,2006-06-01,23.2869,110.96392,7
12238,2006-06-01,33.33397,-114.22775,2
12244,2006-06-01,34.72746,-114.82606,2
12281,2006-06-01,42.97268,-119.21925,2
12296,2006-06-01,46.13777,-121.42957,2
12332,2006-06-01,53.99206,-129.05849,0
12340,2006-06-01,55.44164,-130.97174,1
12368,2006-06-01,62.53449,-145.12466,0
12403,2006-06-01,66.23296,-161.04576,1
12461,2006-06-01,64.89818,153.66692,0
12486,2006-06-01,61.85473,143.22281,0
12492,2006-06-01,60.99798,141.05899,0
12544,2006-06-01,52.11788,126.8699,0
12577,2006-06-01,45.51345,120.96375,2
12618,2006-06-01,36.56114,115.66813,9
12634,2006-06-01,32.866,114.03429,9
12663,2006-06-01,25.8811,111.52538,9
12669,2006-06-01,24.38797,111.06738,7
12721,2006-06-01,29.8821,-112.63718,1
12741,2006-06-01,34.60237,-114.50416,2
12742,2006-06-01,34.83383,-114.60513,2
12771,2006-06-01,41.35779,-117.9115,2
12828,2006-06-01,54.14094,-128.77417,0
12829,2006-06-01,54.32531,-129.00461,0
12833,2006-06-01,55.05575,-129.94977,0
12850,2006-06-01,58.35642,-135.0,1
12855,2006-06-01,59.49313,-137.12109,1
12885,2006-06-01,65.00081,-152.96915,0
12906,2006-06-01,67.75815,-178.2466,0
